Study_ID,Site_ID,broad_outcome,detailed_outcome,is_subset,use_for_first_analysis,use_for_trophic_analysis,Highest_taxonomic_resolution,trophic_group,trophic_assigned,sampling_method,sampling_month,sampling_season,disturbance_type,comparison_type,disturbance_av,control_av,disturbance_av_before,control_av_before,dist_var,control_var,dist_var_before,control_var_before,var_type,dist_n,control_n,significant,approx_p_val,exact_p_val,sample_area,sampling_depth,above_below,perc_during_dist,perc_annual_dist,time_after_dist_start,time_after_dist_end,TN,SOC,soil_moisture,total_carbon,bulk_density,available_WSC,clay,sand,silt,ph,organic_carbon,forest_type,deciduous_coniferous,plantation,plot_area,mean_annual_precipitation,mean_annual_temperature,soil_pH,soil_type,temp_bio,precip_bio,sand_usda,silt_usda,clay_usda,temp,precip,trophic_all,temp.1,precip.1,precip_seasonality,temp_seasonality,aridity,phylum,Taxa_Class,Taxa_subclass,superorder,Taxa_order,sub_order,infraorder,Taxa_Family,Taxa_genus,Functional_group_size,body_length,body_width,min_length,max_length,av_length,min_width,max_width,av_width
Tsiafouli_2005a,Tsiafouli_2005a_1,alpha diversity,taxonomic richness,FALSE,TRUE,TRUE,Collembola,NA,detritivore-fungivore,berlese funnel,January,Winter,precip_inc,undisturbed vs disturbed,15,11,,,,,,,,7,7,,,,50.27,NA,belowground,138.4103512,138.4103512,120,,,,34.6,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,745.3,10.9,5.5,sandy clay,12,541,10,50,50,10.9,745.3,fungivore,12,54.1,30,6897,0.629831625,Arthropoda,Entognatha,Collembola,,,,,,,mesofauna,Collembola,Collembola,0.5,7,3.75,0.147379273,1.982891236,1.065135254
Tsiafouli_2005a,Tsiafouli_2005a_1,abundance,abundance,FALSE,TRUE,FALSE,Oribatida,NA,NA,berlese funnel,January,Winter,precip_inc,undisturbed vs disturbed,1689,1497,,,703,1273,,,SD,7,7,TRUE,<0.05,,50.27,NA,belowground,138.4103512,138.4103512,120,,,,34.6,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,745.3,10.9,5.5,sandy clay,12,541,10,50,50,10.9,745.3,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,Acari,Acariformes,Oribatida,,,,,mesofauna,Oribatida,Acari,0.2,1.8,1,0.097692066,2.133966827,1.115829446
Tsiafouli_2005a,Tsiafouli_2005a_1,alpha diversity,shannon wiener,FALSE,TRUE,FALSE,Oribatida,NA,NA,berlese funnel,January,Winter,precip_inc,undisturbed vs disturbed,2.22,2.02,,,,,,,,7,7,,,,50.27,NA,belowground,138.4103512,138.4103512,120,,,,34.6,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,745.3,10.9,5.5,sandy clay,12,541,10,50,50,10.9,745.3,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,Acari,Acariformes,Oribatida,,,,,mesofauna,Oribatida,Acari,0.2,1.8,1,0.097692066,2.133966827,1.115829446
Tsiafouli_2005a,Tsiafouli_2005a_1,alpha diversity,simpsons index,FALSE,TRUE,FALSE,Oribatida,NA,NA,berlese funnel,January,Winter,precip_inc,undisturbed vs disturbed,1.6,1.29,,,,,,,,7,7,,,,50.27,NA,belowground,138.4103512,138.4103512,120,,,,34.6,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,745.3,10.9,5.5,sandy clay,12,541,10,50,50,10.9,745.3,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,Acari,Acariformes,Oribatida,,,,,mesofauna,Oribatida,Acari,0.2,1.8,1,0.097692066,2.133966827,1.115829446
Tsiafouli_2005a,Tsiafouli_2005a_1,alpha diversity,taxonomic richness,FALSE,TRUE,FALSE,Oribatida,NA,NA,berlese funnel,January,Winter,precip_inc,undisturbed vs disturbed,29,15,,,,,,,,7,7,,,,50.27,NA,belowground,138.4103512,138.4103512,120,,,,34.6,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,745.3,10.9,5.5,sandy clay,12,541,10,50,50,10.9,745.3,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,Acari,Acariformes,Oribatida,,,,,mesofauna,Oribatida,Acari,0.2,1.8,1,0.097692066,2.133966827,1.115829446
Tsiafouli_2018a,Tsiafouli_2018a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,berlese funnel,November,Autumn,drought,undisturbed vs disturbed,8.25,6.125,,,2.4375,1.90625,,,SE,6,6,FALSE,>0.07,,,0,aboveground,100,18.2,335,,,,,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,739,10.9,5.5,sandy clay,12,541,10,50,50,10.9,739,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Tsiafouli_2018a,Tsiafouli_2018a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,berlese funnel,November,Autumn,drought,undisturbed vs disturbed,1.09375,2.78125,,,0.4375,0.71875,,,SE,6,6,FALSE,>0.08,,,0,aboveground,100,18.2,335,,,,,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,739,10.9,5.5,sandy clay,12,541,10,50,50,10.9,739,,12,54.1,30,6897,0.629831625,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Tsiafouli_2018a,Tsiafouli_2018a_1,abundance,abundance,FALSE,TRUE,TRUE,Collembola,NA,detritivore-fungivore,berlese funnel,November,Autumn,drought,undisturbed vs disturbed,1.589775561,1.091022444,,,0.822942643,0.324189526,,,SE,6,6,FALSE,>0.05,,,0,aboveground,100,18.2,270,,,,,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,739,10.9,5.5,sandy clay,12,541,10,50,50,10.9,739,fungivore,12,54.1,30,6897,0.629831625,Arthropoda,Entognatha,Collembola,,,,,,,mesofauna,Collembola,Collembola,0.5,7,3.75,0.147379273,1.982891236,1.065135254
Tsiafouli_2018a,Tsiafouli_2018a_1,abundance,abundance,FALSE,TRUE,TRUE,Collembola,NA,detritivore-fungivore,berlese funnel,November,Autumn,drought,undisturbed vs disturbed,0.056109726,0.130922693,,,3.12E-02,0.105985037,,,SE,6,6,FALSE,>0.06,,,0,aboveground,100,18.2,335,,,,,5.655,1.3,5,20,42,38,5.1,1.45,temperate seasonal forest,coniferous,FALSE,2.1875,739,10.9,5.5,sandy clay,12,541,10,50,50,10.9,739,fungivore,12,54.1,30,6897,0.629831625,Arthropoda,Entognatha,Collembola,,,,,,,mesofauna,Collembola,Collembola,0.5,7,3.75,0.147379273,1.982891236,1.065135254
Wang_2021a,Wang_2021a_1,alpha diversity,shannon wiener,FALSE,TRUE,FALSE,Nematoda,NA,NA,sucrose centrifugation,July,Summer,drought,undisturbed vs disturbed,2.93,3.21,,,0.17,7.00E-02,,,SE,3,3,TRUE,<0.05,,,NA,belowground,30,30,3590,,2.7,48.3,65.26,6.336,1.28,1,22,39,39,6.6,1.65,temperate seasonal forest,coniferous,FALSE,2500,740,3.6,4.78,,2.5,687,,,,3.6,740,,2.5,68.7,92,12754,0.782784529,Nematoda,,,,,,,,,microfauna,Nematoda,Nematoda,0.1,5,2.55,0.003285474,0.123567244,0.063426359
Wang_2021a,Wang_2021a_1,abundance,abundance,FALSE,TRUE,FALSE,Nematoda,NA,NA,sucrose centrifugation,July,Summer,drought,undisturbed vs disturbed,389.3129771,485.4961832,,,52.67175573,34.35114504,,,SE,3,3,TRUE,<0.05,,,NA,belowground,30,30,3590,,2.7,48.3,65.26,6.336,1.28,1,22,39,39,6.6,1.65,temperate seasonal forest,coniferous,FALSE,2500,740,3.6,4.78,,2.5,687,,,,3.6,740,,2.5,68.7,92,12754,0.782784529,Nematoda,,,,,,,,,microfauna,Nematoda,Nematoda,0.1,5,2.55,0.003285474,0.123567244,0.063426359
Wang_2021a,Wang_2021a_1,alpha diversity,shannon wiener,FALSE,TRUE,FALSE,Nematoda,NA,NA,sucrose centrifugation,July,Summer,drought,undisturbed vs disturbed,24.59770115,20.91954023,,,1.609195402,4.137931034,,,SE,3,3,FALSE,>0.05,,,NA,belowground,30,30,3590,,2.7,48.3,65.26,6.336,1.28,1,22,39,39,6.6,1.65,temperate seasonal forest,coniferous,FALSE,2500,740,3.6,4.78,,2.5,687,,,,3.6,740,,2.5,68.7,92,12754,0.782784529,Nematoda,,,,,,,,,microfauna,Nematoda,Nematoda,0.1,5,2.55,0.003285474,0.123567244,0.063426359
Williams_2014a,Williams_2014a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,tullgren funnel,,,drought,undisturbed vs disturbed,228,134,,,28,13,,,SE,30,30,,,,19.6,4,belowground,33,33,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Williams_2014a,Williams_2014a_1,evenness,evenness,FALSE,TRUE,FALSE,Coleoptera,NA,NA,pitfall traps,,,drought,undisturbed vs disturbed,0.918,0.837,,,0.1,0.03,,,SE,30,30,,,,78.5,0,aboveground,33,33,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Insecta,,,Coleoptera,,,,,macrofauna,Coleoptera,Coleoptera,1,100,50.5,1.897429423,34.24389821,18.07066381
Williams_2014a,Williams_2014a_1,alpha diversity,taxonomic richness,FALSE,TRUE,FALSE,Coleoptera,NA,NA,pitfall traps,,,drought,undisturbed vs disturbed,6.2,6.8,,,0.2,0.1,,,SE,30,30,,,,78.5,0,aboveground,33,33,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Insecta,,,Coleoptera,,,,,macrofauna,Coleoptera,Coleoptera,1,100,50.5,1.897429423,34.24389821,18.07066381
Williams_2014a,Williams_2014a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,tullgren funnel,,,precip_inc,undisturbed vs disturbed,156,134,,,35,13,,,SE,30,30,,,,19.6,4,belowground,133,133,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Williams_2014a,Williams_2014a_1,evenness,evenness,FALSE,TRUE,FALSE,Coleoptera,NA,NA,pitfall traps,,,precip_inc,undisturbed vs disturbed,0.792,0.837,,,0.03,0.03,,,SE,30,30,,,,78.5,0,aboveground,133,133,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Insecta,,,Coleoptera,,,,,macrofauna,Coleoptera,Coleoptera,1,100,50.5,1.897429423,34.24389821,18.07066381
Williams_2014a,Williams_2014a_1,alpha diversity,taxonomic richness,FALSE,TRUE,FALSE,Coleoptera,NA,NA,pitfall traps,,,precip_inc,undisturbed vs disturbed,6.5,6.8,,,0.2,0.1,,,SE,30,30,,,,78.5,0,aboveground,133,133,2557,,13.1,,,4.2,1.4,1,24,49,27,4.6,1,temperate seasonal forest,deciduous,FALSE,36,1358,14.2,,,13.89999962,1350,,,,14.2,1358,,13.89999962,135,16,7929,1.384732373,Arthropoda,Insecta,,,Coleoptera,,,,,macrofauna,Coleoptera,Coleoptera,1,100,50.5,1.897429423,34.24389821,18.07066381
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,682.9268293,463.4146341,,,,,,,SE,,,,,,500,0,aboveground,30,15,122,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,June,Summer,drought,undisturbed vs disturbed,317.0731707,853.6585366,,,,268.2926829,,,SE,,,,,,500,0,aboveground,30,15,212,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,2121.95122,3341.463415,,,243.902439,658.5365854,,,SE,,,,,,500,0,aboveground,30,15,365,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,July,Summer,drought,undisturbed vs disturbed,780.4878049,2121.95122,,,195.1219512,268.2926829,,,SE,,,,,,500,0,aboveground,30,15,487,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,2073.170732,3975.609756,,,439.0243902,243.902439,,,SE,,,,,,500,0,aboveground,30,15,670,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,June,Summer,drought,undisturbed vs disturbed,1829.268293,2390.243902,,,292.6829268,195.1219512,,,SE,,,,,,500,0,aboveground,30,15,821,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,FALSE,Acari,NA,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,2536.585366,2560.97561,,,292.6829268,292.6829268,,,SE,,,TRUE,<0.001,,500,0,aboveground,30,15,1050,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,Acariformes,,,,,,mesofauna,Acari,Acari,0.25,0.75,0.5,0.097692066,2.133966827,1.115829446
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,October,Autumn,drought,undisturbed vs disturbed,26.66666667,31.33333333,,,3.666666667,,,,SE,,,,,,2000,0,aboveground,30,15,122,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,June,Summer,drought,undisturbed vs disturbed,12,26,,,3,8.333333333,,,SE,,,,,,2000,0,aboveground,30,15,212,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,October,Autumn,drought,undisturbed vs disturbed,13.66666667,17.33333333,,,2.333333333,3.333333333,,,SE,,,,,,2000,0,aboveground,30,15,365,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,July,Summer,drought,undisturbed vs disturbed,15.33333333,16.66666667,,,,,,,SE,,,,,,2000,0,aboveground,30,15,487,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,October,Autumn,drought,undisturbed vs disturbed,24.66666667,20.33333333,,,3,2,,,SE,,,,,,2000,0,aboveground,30,15,670,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,June,Summer,drought,undisturbed vs disturbed,27.33333333,35.33333333,,,3.666666667,9,,,SE,,,,,,2000,0,aboveground,30,15,821,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Araneida,NA,predator,hand sorting,October,Autumn,drought,undisturbed vs disturbed,41,43.66666667,,,7,9.333333333,,,SE,,,FALSE,>0.05,,2000,0,aboveground,30,15,1050,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,predator,12.69999981,121.7,14,8291,1.45960674,Arthropoda,Arachnida,,,Araneae,,,,,macrofauna,Araneae,Araneida,0.43,100,50.215,1.435450768,28.29256964,14.8640102
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,21.5625,22.265625,,,,,,,SE,,,,,,500,0,aboveground,30,15,122,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,June,Summer,drought,undisturbed vs disturbed,15.234375,13.125,,,,,,,SE,,,,,,500,0,aboveground,30,15,212,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,23.671875,25.78125,,,7.734375,10.546875,,,SE,,,,,,500,0,aboveground,30,15,365,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,July,Summer,drought,undisturbed vs disturbed,55.3125,27.1875,,,19.6875,,,,SE,,,,,,500,0,aboveground,30,15,487,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,29.296875,23.671875,,,8.4375,8.4375,,,SE,,,,,,500,0,aboveground,30,15,670,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,June,Summer,drought,undisturbed vs disturbed,87.65625,62.34375,,,21.09375,7.734375,,,SE,,,,,,500,0,aboveground,30,15,821,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,kempson heat extractor,October,Autumn,drought,undisturbed vs disturbed,60.9375,33.515625,,,14.0625,11.953125,,,SE,,,FALSE,>0.05,,500,0,aboveground,30,15,1050,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,hand sorting,October,Autumn,drought,undisturbed vs disturbed,12.98245614,12.63157895,,,,,,,SE,,,,,,2000,0,aboveground,30,15,122,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,hand sorting,June,Summer,drought,undisturbed vs disturbed,12.63157895,8.771929825,,,3.50877193,3.157894737,,,SE,,,,,,2000,0,aboveground,30,15,212,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,hand sorting,October,Autumn,drought,undisturbed vs disturbed,4.210526316,5.263157895,,,,,,,SE,,,,,,2000,0,aboveground,30,15,365,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,hand sorting,July,Summer,drought,undisturbed vs disturbed,10.87719298,9.473684211,,,3.50877193,,,,SE,,,,,,2000,0,aboveground,30,15,487,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
Wise_2019a,Wise_2019a_1,abundance,abundance,FALSE,TRUE,TRUE,Arthropods,fungivore/detritivore,NA,hand sorting,October,Autumn,drought,undisturbed vs disturbed,26.66666667,12.63157895,,,4.561403509,2.105263158,,,SE,,,,,,2000,0,aboveground,30,15,670,,,,,3.9732,1.54,1,24,47,29,6.4,0.86,temperate seasonal forest,mixed,FALSE,14,,,,,12.69999981,1217,,,,12.69999981,1217,fungivore/detritivore,12.69999981,121.7,14,8291,1.45960674,Arthropoda,,,,,,,,,NA,Arthropods,Arthropods,0.2,300,150.1,0.2,28.29256964,14.24628482
